uri	english	language	translation
http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728	distribution of heating cooling and hot water	fi	lämmityksen, jäähdytyksen ja lämpimän veden jakelu
http://data.europa.eu/esco/skill/a4fe0844-8544-4a0a-a796-c1d3071598e2	validation of learning acquired through volunteering 	fi	vapaaehtoistoiminnassa hankitun osaamisen validointi
http://data.europa.eu/esco/skill/4600a787-39b0-4bf1-aa69-e586262342f0	state aid regulations	fi	valtiontukisäännöt
http://data.europa.eu/esco/skill/59998878-fa14-458a-9085-06b45e89df1b	types of heat pumps	fi	lämpöpumpputyypit
http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080	deep learning	fi	syväoppiminen
http://data.europa.eu/esco/skill/149e5f0d-eb46-4e75-9265-e91f6b2ca596	social innovation	fi	sosiaalinen innovointi
http://data.europa.eu/esco/skill/956487a3-5b0b-4d03-8d0e-01e71fb65482	social bonds	fi	sosiaalivaikutteiset joukkovelkakirjalainat
http://data.europa.eu/esco/skill/7109d172-c370-47fe-ac81-8fe93550a9e3	impact investing	fi	vaikutusinvestointi
http://data.europa.eu/esco/skill/3be79ccc-a455-49b9-8c65-55c50071ba5b	principles of distributed ledger technology	fi	hajautetun tilikirjan teknologian periaatteet
http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4	artificial neural networks	fi	neuroverkot
http://data.europa.eu/esco/skill/d96078b0-12f4-47d3-a260-61d22050a840	vehicle-to-everything technologies	fi	V2X-teknologiat
http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8	decentralized application frameworks	fi	hajautetut sovelluskehykset
http://data.europa.eu/esco/skill/31f53419-4bce-4b10-986a-70a9c7ac41a3	micro mobility devices	fi	pienliikennevälineet
http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751	model based system engineering	fi	mallipohjainen systeemisuunnittelu
http://data.europa.eu/esco/skill/7d913551-e17a-40ba-baf7-48d0c3b12e50	predictive maintenance	fi	ennakoiva kunnossapito
http://data.europa.eu/esco/skill/d90c6800-e653-4bdf-bc39-5f4e366fe68d	advanced materials	fi	kehittyneet materiaalit
http://data.europa.eu/esco/skill/8894e128-e6d1-4cb3-8f92-e7b5c9eaf774	humanitarian aid	fi	humanitaarinen apu
http://data.europa.eu/esco/skill/6f30181d-65b5-4527-b36e-a686d47fed84	bicycle sharing systems	fi	polkupyörien yhteiskäyttöjärjestelmät
http://data.europa.eu/esco/skill/605399ce-4736-4b41-b41e-92ecf2139454	Solidity	fi	Solidity
http://data.europa.eu/esco/skill/3bc08c26-2f98-4730-bbb6-ec4a8566e3cf	procurement lifecycle	fi	hankinnan elinkaari
http://data.europa.eu/esco/skill/734b6025-0d14-499d-8e95-fdf512058e77	image formation	fi	kuvanmuodostus
http://data.europa.eu/esco/skill/ba8b530e-8f6f-4667-b734-3358797c0595	vehicle type-approval	fi	ajoneuvon tyyppihyväksyntä
http://data.europa.eu/esco/skill/0e62eba3-d076-47e5-b22d-340a8faccb3b	assistive technology in education	fi	avustava teknologia koulutuksessa
http://data.europa.eu/esco/skill/61ab84b5-7b8c-4d1f-a473-97dba10c88ac	microfinance	fi	mikrorahoitus
http://data.europa.eu/esco/skill/5f1f365c-ad8c-4291-9ba5-79e2132a334d	fuel cell types	fi	polttokennotyypit
http://data.europa.eu/esco/skill/c5449667-9b40-4114-8d74-f51177669984	policy analysis	fi	politiikka-analyysi
http://data.europa.eu/esco/skill/fae7e545-5114-43cc-8e83-178e2549ecb9	building information modelling	fi	rakennustietojen mallintaminen
http://data.europa.eu/esco/skill/ae3d940c-9966-49ae-8e61-d11f30128f6b	commercial clothing glossary	fi	kaupallinen vaatetussanasto
http://data.europa.eu/esco/skill/d6b31d8d-2f47-425a-a2b2-a6dddb3d2b19	types of digital badges	fi	digitaalisten osaamismerkkien tyypit
http://data.europa.eu/esco/skill/d2759db0-9d3b-4942-80c3-1684890f5fb0	youth-centered approach	fi	nuorisokeskeinen lähestymistapa
http://data.europa.eu/esco/skill/a276b1ad-c0b7-4b33-899c-0fbfcdbe0eee	5S methodology	fi	5S-menetelmä
http://data.europa.eu/esco/skill/a06a0d41-10fa-4ba7-a988-e8b5eba966fb	mobility as a service	fi	liikkuminen palveluna
http://data.europa.eu/esco/skill/55514865-3066-4abd-86a9-dbe45a440882	root cause analysis	fi	perussyyanalyysi
http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15	human-robot collaboration	fi	ihmisen ja robotin yhteistyö
http://data.europa.eu/esco/skill/e9e57db9-a6ef-4e44-a33c-a022d7c4a17f	environmental indoor quality	fi	sisäympäristön laatu
http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669	computer vision	fi	konenäkö
http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889	geothermal energy systems	fi	geotermiset energiajärjestelmät
http://data.europa.eu/esco/skill/d9a9cb71-a62e-4800-a518-cfb61f8b15cd	category specific expertise	fi	kategoriakohtainen asiantuntemus
http://data.europa.eu/esco/skill/f2412a5c-8072-4cd7-8fa1-806864f91276	by-products and waste	fi	sivutuotteet ja jäte
http://data.europa.eu/esco/skill/802e6973-3270-4cf0-86e4-a6835caf1ba6	project management methodology (PM²)	fi	projektinhallintamenetelmä (PM²)
http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758	GDPR	fi	yleinen tietosuoja-asetus
http://data.europa.eu/esco/skill/ab0deac2-b872-45c8-ad65-657938d2fe79	solar thermal energy systems for hot water and heating	fi	aurinkolämpöjärjestelmät lämmintä vettä ja lämmitystä varten
http://data.europa.eu/esco/skill/2c6a9858-76a4-4c64-8854-1bc52abd65ba	macro-regional strategy	fi	makroaluestrategia
http://data.europa.eu/esco/skill/2879e8f6-037a-49ed-ba73-6f7d7766223e	food waste monitoring systems	fi	elintarvikejätteen seurantajärjestelmät
http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39	design thinking	fi	muotoiluajattelu
http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272	operating systems	fi	käyttöjärjestelmät
http://data.europa.eu/esco/skill/d0fc1d32-c64d-4b53-923f-953f648715ab	carpooling services	fi	kimppakyytipalvelut
http://data.europa.eu/esco/skill/63f9a5bc-f070-46a6-bea7-c6b9e9dbacc3	envelope systems for buildings	fi	rakennusten vaippajärjestelmät
http://data.europa.eu/esco/skill/f3880260-ef21-401c-a64f-a96f21dc968a	last types	fi	lestityypit
http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb	agroforestry	fi	peltometsäviljely
http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63	green bonds	fi	vihreät joukkovelkakirjat
http://data.europa.eu/esco/skill/88ec9e5e-8798-475d-81a3-dd5ea7e96215	qualitative risk analysis techniques	fi	kvalitatiiviset riskianalyysitekniikat
http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy production	fi	biokaasuenergian tuotanto
http://data.europa.eu/esco/skill/d03dbfd1-0415-4a3a-8d2b-ff4dfff06bc8	reinsurance	fi	jälleenvakuutus
http://data.europa.eu/esco/skill/9ccb56ee-3d5f-4d48-8692-8f96fe1e4adb	solar absorption cooling system	fi	aurinkovoimalla toimiva absorptiojäähdytysjärjestelmä
http://data.europa.eu/esco/skill/9aabb257-530a-4a38-83c8-35ca52caa954	rubber technology	fi	kumitekniikka
http://data.europa.eu/esco/skill/457c2e47-07e6-4073-827e-e1c21f3e5869	evaluation theory and model	fi	arviointiteoria ja -malli
http://data.europa.eu/esco/skill/b01444aa-6f62-4b7d-ab30-4385a9148580	personal reflection techniques based on feedback	fi	palauteperusteiset itsereflektiotekniikat
http://data.europa.eu/esco/skill/f03a3387-c4a7-41e3-a5d4-dd4577147940	integrated design	fi	integroitu suunnittelu
http://data.europa.eu/esco/skill/3d294b92-1024-48bc-999e-5c5d687659d9	development economics	fi	kehitystaloustiede
http://data.europa.eu/esco/skill/bdb4f02e-72d5-41ca-a662-0498dc3fb070	health technology assessment 	fi	terveysteknologian arviointi
http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e	types of tidal stream generators	fi	vuorovesigeneraattorien tyypit
http://data.europa.eu/esco/skill/dada8e80-2a53-41bf-9eac-f8c1f9971bed	sustainable building materials	fi	kestävät rakennusmateriaalit
http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146	Angular	fi	Angular
http://data.europa.eu/esco/skill/aadf267e-08f0-4bf3-ae4a-f1670b8e9e5d	offshore renewable energy technologies	fi	merienergiateknologiat
http://data.europa.eu/esco/skill/670f8eea-f25b-4c3f-97ef-a4729d4c63d6	smart contract	fi	älysopimus
http://data.europa.eu/esco/skill/4eba4667-402e-4aea-a15d-c9fb82da60dd	combined heat and power generation	fi	sähkön ja lämmön yhteistuotanto
http://data.europa.eu/esco/skill/d846661e-04b8-4b30-8b6b-f3525799fd3a	community-led local development	fi	yhteisölähtöinen paikallinen kehittäminen
http://data.europa.eu/esco/skill/8744f28f-59a9-45af-8ef6-6944cb5a1473	risk identification	fi	riskin tunnistaminen
http://data.europa.eu/esco/skill/981616a1-2718-419c-b99f-53460cd873a8	European Structural and Investment Funds regulations	fi	Euroopan rakenne- ja investointirahastoja koskevat asetukset
http://data.europa.eu/esco/skill/ec4de8aa-9ba4-412b-832d-93361210eae3	marine technology	fi	meriteknologia
http://data.europa.eu/esco/skill/79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6	smart grids systems	fi	älyverkkojärjestelmät
http://data.europa.eu/esco/skill/ef3b0fe7-236f-4910-994a-5cf8f126cb9d	types of evaluation 	fi	arvioinnin tyypit
http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0	coaching techniques	fi	valmennustekniikat
http://data.europa.eu/esco/skill/dd5451c6-a006-4218-bf94-348d81bed42f	conservation agriculture	fi	maan kasvukuntoa ylläpitävä viljely
http://data.europa.eu/esco/skill/dbe63ddf-76f8-4177-a482-fee995a57b77	integrated pest management	fi	integroitu torjunta
http://data.europa.eu/esco/skill/24ccd586-3c38-4f60-ac70-8f984ca13449	tanning process	fi	parkitusprosessi
http://data.europa.eu/esco/skill/2bc626f8-32ce-4131-9f65-c52929d55a95	electric heating systems	fi	sähkölämmitysjärjestelmät
http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88	energy saving potential of automated shift systems	fi	automaattivaihteistojen energiansäästöpotentiaali
http://data.europa.eu/esco/skill/303c6ab0-21c3-4b09-ac77-d405936857d9	sustainable installation materials	fi	kestävät asennusmateriaalit
http://data.europa.eu/esco/skill/b856655a-ee98-481f-a5a3-b0abc45f6ad5	molecular gastronomy 	fi	molekyyligastronomia
http://data.europa.eu/esco/skill/750f86d2-18be-4015-84b1-d4a26d9b2d88	online ads campaign techniques	fi	verkkomainoskampanjatekniikat
http://data.europa.eu/esco/skill/1fc03dc8-0ee0-4876-83ec-86e0bfcb3876	crowdfunding	fi	joukkorahoitus
http://data.europa.eu/esco/skill/d81b58ba-52e4-45fa-9f7c-f59b87fa6041	domotic systems	fi	kotiautomaatiojärjestelmät
http://data.europa.eu/esco/skill/79fc83a3-9c76-4e21-b766-2e9c0f8d31eb	patient safety theories	fi	potilasturvallisuuteen liittyvät teoriat
http://data.europa.eu/esco/skill/906e5de0-f86d-4a10-a89b-30cee6a09adf	hoshin kanri strategic planning	fi	Hoshin Kanri strategisessa suunnittelussa
http://data.europa.eu/esco/skill/96a893b6-4520-4daa-89c1-b79487505da2	key risk indicators	fr	indicateurs clés de risques
http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034	social alliances	fr	alliances sociales
http://data.europa.eu/esco/skill/8622f74f-61b7-4664-862a-7c1dea8041f0	knowledge management	fr	gestion des connaissances
http://data.europa.eu/esco/skill/5da42cfd-1da8-4e4f-b68e-4f821d005fc5	virtual reality	fr	réalité virtuelle
http://data.europa.eu/esco/skill/61ddacb8-c89f-48c2-afe8-9e1b14c0c8fb	business incubation	fr	incubation d’entreprises
http://data.europa.eu/esco/skill/affb720b-98e7-4ae6-b833-b12e94fa8987	hydroponics	fr	hydroponie
http://data.europa.eu/esco/skill/00920055-eb50-4cb8-a23d-3deedbf3753e	enterprise risk management	fr	gestion des risques d’entreprise
http://data.europa.eu/esco/skill/9035afc4-5317-455d-ab60-f32e2ecc6bfc	blockchain platforms	fr	plateformes de chaînes de blocs
http://data.europa.eu/esco/skill/53780150-1581-4ae6-b435-34068c172caf	Vyper	fr	Vyper
http://data.europa.eu/esco/skill/3c2e6f38-42c1-46ec-b782-5854b2db330d	blockchain openness	fr	ouverture de la chaîne de blocs
http://data.europa.eu/esco/skill/6c6daac0-80f5-431f-a33f-c5b722094657	energy storage systems	fr	systèmes de stockage d’énergie
http://data.europa.eu/esco/skill/ef010091-ddce-410d-9864-9276ef6fe390	district heating and cooling	fr	chauffage et refroidissement urbains
http://data.europa.eu/esco/skill/2eb30deb-18d0-4e9d-9c53-30069ac9a108	youth work principles	fr	principes du travail de jeunesse
http://data.europa.eu/esco/skill/203083ca-b051-4c28-8986-fc8731bacee5	sustainable finance	fr	finance durable
http://data.europa.eu/esco/skill/c513cf4e-83bb-4edc-9ac8-2a7df04a9451	results-based management	fr	gestion axée sur les résultats
http://data.europa.eu/esco/skill/701f0a7d-1be9-4e98-b985-2652b2bf327a	risk financing techniques	fr	techniques de financement des risques
http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd	lean manufacturing	fr	production au plus juste
http://data.europa.eu/esco/skill/9be02d2d-9d45-400b-aa05-1e9aee7bd815	mini wind power generation	fr	petit éolien
http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c	global standards for sustainability reporting	fr	normes mondiales de publication d’informations en matière de durabilité
http://data.europa.eu/esco/skill/7af76a2b-6bba-4350-9bfa-980e50c98481	SMED	fr	SMED
http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13	project configuration management	fr	gestion de configuration de projet
http://data.europa.eu/esco/skill/5fd29c67-c905-4e34-98ff-f90ce6446b35	European vehicle type-approval legislation	fr	législation européenne en matière de réception par type des véhicules
http://data.europa.eu/esco/skill/59429f7f-8b95-4094-b1cf-97cbb556f03d	participatory decision-making	fr	prise de décision participative
http://data.europa.eu/esco/skill/2d73b2d4-2dfd-42e9-a9f4-106d9c58a4b9	integrated food-energy systems	fr	systèmes aliments-énergie intégrés
http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f	cloud monitoring and reporting	fr	surveillance du nuage et compte rendu
http://data.europa.eu/esco/skill/c4b03a17-a93e-4a8e-9846-4c4d469d4001	agroecology	fr	agroécologie
http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e	sustainable forest management	fr	gestion durable des forêts
http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f	hybrid vehicle architecture	fr	architecture de véhicules hybrides
http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa	maritime law	fr	droit maritime
http://data.europa.eu/esco/skill/6c2182f9-9068-42e8-8855-31252d62fbb0	ecotourism	fr	écotourisme
http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7	aeroponics	fr	aéroponie
http://data.europa.eu/esco/skill/ca326dd0-324f-43fe-81c5-4b40ddb35223	indicators used in EU funds programme operations	fr	indicateurs utilisés dans les opérations de programmes de fonds de l’UE
http://data.europa.eu/esco/skill/9c652a9b-a773-4afa-becf-1186f9861fb9	philanthropy	fr	philanthropie
http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2	types of wave energy converters	fr	types de convertisseurs d’énergie houlomotrice
http://data.europa.eu/esco/skill/b4548845-dc4c-43fb-a55c-b9b7c6c1defd	document sharing procedures	fr	procédures de partage de documents
http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d	circular economy	fr	économie circulaire
http://data.europa.eu/esco/skill/70e41ff3-31bc-43ba-ab52-fcd98bf37037	carsharing	fr	autopartage
http://data.europa.eu/esco/skill/609d6bb4-db16-4578-87fc-57b11a701cc2	bioeconomy	fr	bioéconomie
http://data.europa.eu/esco/skill/9b862976-aa05-4bde-8ed6-8f39790edd0f	 procurement legislation	fr	législation en matière de marchés publics
http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe	aquaponics	fr	aquaponie
http://data.europa.eu/esco/skill/60efd7d3-eee4-4f7d-9373-66a54d13b3e0	neuromarketing techniques	fr	techniques de neuromarketing
http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290	augmented reality	fr	réalité augmentée
http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a	blockchain consensus mechanisms	fr	mécanismes de consensus dans la chaîne de blocs
http://data.europa.eu/esco/skill/83934f53-5ffa-478f-9f8f-b779e9b4fc7a	self-service technologies in tourism	fr	technologies en libre-service dans le tourisme
http://data.europa.eu/esco/skill/773e217c-8b21-4d8c-b384-68752a2243a9	quantitative risk analysis techniques	fr	techniques d’analyse quantitative des risques
http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378	data analytics	fr	analyse de données
http://data.europa.eu/esco/skill/4c2c72df-3f3f-48e7-9993-a602354a75e4	six sigma methods 	fr	méthode six sigma
http://data.europa.eu/esco/skill/88c7c736-8f5f-4f39-a0ad-83e0b91cebe1	international development	fr	développement international
http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43	machine learning	fr	apprentissage automatique
http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca	offshore constructions and facilities	fr	constructions et infrastructures en mer
http://data.europa.eu/esco/skill/1b94ad6c-c54d-4bdd-858d-81ebef51c5a4	sustainable footwear materials and components	fr	matériaux et composants durables pour chaussures
http://data.europa.eu/esco/skill/589f0d24-0846-4971-bc6c-a42bb274f69a	airtight construction	fr	construction étanche à l’air
http://data.europa.eu/esco/skill/5100aeb3-948d-4163-91ad-703a4116bdba	commission evaluation 	fr	évaluation par la commission
http://data.europa.eu/esco/skill/436b8f31-1a12-408a-be5f-a951942fbf92	simulation-based clinical education 	fr	enseignement clinique par simulation
http://data.europa.eu/esco/skill/2e5d8410-00fd-4c3e-87fa-7c72c0d235ba	marine biology 	fr	biologie marine
http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa	cloud security and compliance	fr	sécurité et conformité du nuage
http://data.europa.eu/esco/skill/e2b05bcb-b60e-45b5-baa6-3a67ebe77538	advanced driver assistant systems	fr	systèmes avancés d’aide à la conduite
http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4	smart city features	fr	fonctionnalités des villes intelligentes
http://data.europa.eu/esco/skill/0d73a5c0-7f95-4ede-92f3-eac434a970a9	marine engineering	fr	ingénierie maritime
http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca	climate smart agriculture	fr	agriculture climato-intelligente
http://data.europa.eu/esco/skill/a4881e54-6055-4e61-855a-0a56ced7cfa3	web strategy assessment	fr	évaluation de la stratégie web
http://data.europa.eu/esco/skill/c28553f4-1745-401a-82b3-7ce8460bed33	capacity building	fr	renforcement des capacités
http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8	digital image processing	fr	traitement numérique d’images
http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c	artificial lighting systems	fr	systèmes d’éclairage artificiel
http://data.europa.eu/esco/skill/97272b3e-d497-4420-893d-612b15d377d9	e-agriculture	fr	agriculture numérique
http://data.europa.eu/esco/skill/5d5f0963-a8b7-4a4f-a8f5-05b3142752b9	risk modelling	fr	modélisation des risques
http://data.europa.eu/esco/skill/dda745dd-b8d6-45d8-8c74-e05495ce90f5	sustainable development goals 	fr	objectifs de développement durable
http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728	distribution of heating cooling and hot water	fr	distribution d’eau pour le chauffage et le refroidissement et d’eau chaude
http://data.europa.eu/esco/skill/a4fe0844-8544-4a0a-a796-c1d3071598e2	validation of learning acquired through volunteering 	fr	validation des acquis de l’expérience bénévole
http://data.europa.eu/esco/skill/4600a787-39b0-4bf1-aa69-e586262342f0	state aid regulations	fr	règles relatives aux aides d’État
http://data.europa.eu/esco/skill/59998878-fa14-458a-9085-06b45e89df1b	types of heat pumps	fr	types de pompes à chaleur
http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080	deep learning	fr	apprentissage profond
http://data.europa.eu/esco/skill/149e5f0d-eb46-4e75-9265-e91f6b2ca596	social innovation	fr	innovation sociale
http://data.europa.eu/esco/skill/956487a3-5b0b-4d03-8d0e-01e71fb65482	social bonds	fr	obligations sociales
http://data.europa.eu/esco/skill/7109d172-c370-47fe-ac81-8fe93550a9e3	impact investing	fr	investissement d’impact
http://data.europa.eu/esco/skill/3be79ccc-a455-49b9-8c65-55c50071ba5b	principles of distributed ledger technology	fr	principes de la technologie des registres distribués
http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4	artificial neural networks	fr	réseaux neuraux artificiels
http://data.europa.eu/esco/skill/d96078b0-12f4-47d3-a260-61d22050a840	vehicle-to-everything technologies	fr	technologie véhicule-à-tout
http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8	decentralized application frameworks	fr	cadres d’applications décentralisées
http://data.europa.eu/esco/skill/31f53419-4bce-4b10-986a-70a9c7ac41a3	micro mobility devices	fr	dispositifs de micromobilité
http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751	model based system engineering	fr	ingénierie des systèmes basée sur des modèles
http://data.europa.eu/esco/skill/7d913551-e17a-40ba-baf7-48d0c3b12e50	predictive maintenance	fr	maintenance prédictive
http://data.europa.eu/esco/skill/d90c6800-e653-4bdf-bc39-5f4e366fe68d	advanced materials	fr	matériaux avancés
http://data.europa.eu/esco/skill/8894e128-e6d1-4cb3-8f92-e7b5c9eaf774	humanitarian aid	fr	aide humanitaire
http://data.europa.eu/esco/skill/6f30181d-65b5-4527-b36e-a686d47fed84	bicycle sharing systems	fr	systèmes de partage de bicyclettes
http://data.europa.eu/esco/skill/605399ce-4736-4b41-b41e-92ecf2139454	Solidity	fr	Solidity
http://data.europa.eu/esco/skill/3bc08c26-2f98-4730-bbb6-ec4a8566e3cf	procurement lifecycle	fr	déroulement de la passation de marchés
http://data.europa.eu/esco/skill/734b6025-0d14-499d-8e95-fdf512058e77	image formation	fr	formation d’images
http://data.europa.eu/esco/skill/ba8b530e-8f6f-4667-b734-3358797c0595	vehicle type-approval	fr	homologation de type du véhicule
http://data.europa.eu/esco/skill/0e62eba3-d076-47e5-b22d-340a8faccb3b	assistive technology in education	fr	technologies d’aide à l’enseignement
http://data.europa.eu/esco/skill/61ab84b5-7b8c-4d1f-a473-97dba10c88ac	microfinance	fr	microfinance
http://data.europa.eu/esco/skill/5f1f365c-ad8c-4291-9ba5-79e2132a334d	fuel cell types	fr	types de piles à combustible
http://data.europa.eu/esco/skill/c5449667-9b40-4114-8d74-f51177669984	policy analysis	fr	analyse des politiques
http://data.europa.eu/esco/skill/fae7e545-5114-43cc-8e83-178e2549ecb9	building information modelling	fr	modélisation des données du bâtiment
http://data.europa.eu/esco/skill/ae3d940c-9966-49ae-8e61-d11f30128f6b	commercial clothing glossary	fr	glossaire de l’habillement commercial
http://data.europa.eu/esco/skill/d6b31d8d-2f47-425a-a2b2-a6dddb3d2b19	types of digital badges	fr	types de badges numériques
http://data.europa.eu/esco/skill/d2759db0-9d3b-4942-80c3-1684890f5fb0	youth-centered approach	fr	approche axée sur la jeunesse
http://data.europa.eu/esco/skill/a276b1ad-c0b7-4b33-899c-0fbfcdbe0eee	5S methodology	fr	méthode des 5S
http://data.europa.eu/esco/skill/a06a0d41-10fa-4ba7-a988-e8b5eba966fb	mobility as a service	fr	mobilité en tant que service
http://data.europa.eu/esco/skill/55514865-3066-4abd-86a9-dbe45a440882	root cause analysis	fr	analyse des causes profondes
http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15	human-robot collaboration	fr	collaboration homme-robot
http://data.europa.eu/esco/skill/e9e57db9-a6ef-4e44-a33c-a022d7c4a17f	environmental indoor quality	fr	qualité de l’environnement intérieur
http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669	computer vision	fr	vision par ordinateur
http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889	geothermal energy systems	fr	systèmes d’énergie géothermique
http://data.europa.eu/esco/skill/d9a9cb71-a62e-4800-a518-cfb61f8b15cd	category specific expertise	fr	expertise par catégorie
http://data.europa.eu/esco/skill/f2412a5c-8072-4cd7-8fa1-806864f91276	by-products and waste	fr	sous-produits et déchets
http://data.europa.eu/esco/skill/802e6973-3270-4cf0-86e4-a6835caf1ba6	project management methodology (PM²)	fr	méthode de gestion de projets (PM²)
http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758	GDPR	fr	RGPD
http://data.europa.eu/esco/skill/ab0deac2-b872-45c8-ad65-657938d2fe79	solar thermal energy systems for hot water and heating	fr	systèmes d’énergie thermique solaire pour l’eau chaude et le chauffage
http://data.europa.eu/esco/skill/2c6a9858-76a4-4c64-8854-1bc52abd65ba	macro-regional strategy	fr	stratégie macrorégionale
http://data.europa.eu/esco/skill/2879e8f6-037a-49ed-ba73-6f7d7766223e	food waste monitoring systems	fr	systèmes de suivi du gaspillage alimentaire
http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39	design thinking	fr	conception créative
http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272	operating systems	fr	systèmes d’exploitation
http://data.europa.eu/esco/skill/d0fc1d32-c64d-4b53-923f-953f648715ab	carpooling services	fr	services de covoiturage
http://data.europa.eu/esco/skill/63f9a5bc-f070-46a6-bea7-c6b9e9dbacc3	envelope systems for buildings	fr	systèmes d’enveloppe pour les bâtiments
http://data.europa.eu/esco/skill/f3880260-ef21-401c-a64f-a96f21dc968a	last types	fr	types de formes à monter
http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb	agroforestry	fr	agroforesterie
http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63	green bonds	fr	obligations vertes
http://data.europa.eu/esco/skill/88ec9e5e-8798-475d-81a3-dd5ea7e96215	qualitative risk analysis techniques	fr	techniques d’analyse qualitative des risques
http://data.europa.eu/esco/skill/c65ac31c-fdaf-4e87-beca-8ed952c3aa35	biogas energy production	fr	production d’énergie à partir de biogaz
http://data.europa.eu/esco/skill/d03dbfd1-0415-4a3a-8d2b-ff4dfff06bc8	reinsurance	fr	réassurance
http://data.europa.eu/esco/skill/9ccb56ee-3d5f-4d48-8692-8f96fe1e4adb	solar absorption cooling system	fr	système de refroidissement par absorption solaire
http://data.europa.eu/esco/skill/9aabb257-530a-4a38-83c8-35ca52caa954	rubber technology	fr	technologie du caoutchouc
http://data.europa.eu/esco/skill/457c2e47-07e6-4073-827e-e1c21f3e5869	evaluation theory and model	fr	théories et modèles d’évaluation
